filename,title,abstract,publication_date,topics
E9-28746.xml,Prohibition on Funding of Unlawful Internet Gambling,"This document is published jointly by the Board of Governors of the Federal Reserve System (``Board'') and Departmental Offices, Department of the Treasury (``Treasury'') (collectively, the ``Agencies'') to extend the compliance date for the final regulation implementing applicable provisions of the Unlawful Internet Gambling Enforcement Act of 2006 (the ``Act'').\1\ The final regulation requires non-exempt participants in designated payment systems to establish and implement written policies and procedures that are reasonably designed to identify and block or otherwise prevent or prohibit unlawful Internet gambling transactions restricted by the Act. In extending the compliance date, the Agencies have consulted with the Department of Justice, as required by the Act. ---------------------------------------------------------------------------",2009-12-01,[]
2010-4859.xml,Truth in Lending,"The Board proposes to amend Regulation Z, which implements the Truth in Lending Act, and the staff commentary to the regulation in order to implement provisions of the Credit Card Accountability Responsibility and Disclosure Act of 2009 that go into effect on August 22, 2010. In particular, the proposed rule would require that penalty fees imposed by card issuers be reasonable and proportional to the violation of the account terms. The proposed rule would also require credit card issuers to reevaluate at least every six months annual percentage rates increased on or after January 1, 2009.",2010-03-15,"['Advertising', 'Consumer protection', 'Federal Reserve System', 'Reporting and recordkeeping requirements', 'Truth in lending']"
2021-06964.xml,Rescission of Statement of Policy on Bureau Supervisory and Enforcement Response to COVID-19 Pandemic,The Bureau of Consumer Financial Protection (Bureau) is rescinding the Statement on Bureau Supervisory and Enforcement Response to COVID-19 Pandemic.,2021-04-06,[]
2017-26465.xml,Regulation A: Extensions of Credit by Federal Reserve Banks,"The Board of Governors of the Federal Reserve System (``Board'') is proposing to amend its Regulation A to; revise the provisions regarding the establishment of the primary credit rate in a financial emergency, and to delete the provisions relating to the use of credit ratings for collateral for extensions of credit under the former Term Asset-Backed Securities Loan Facility (TALF). The proposed amendments are intended to allow the regulation to address circumstances in which the Federal Open Market Committee has established a target range for the federal funds rate rather than a single target rate, and to reflect the expiration of the TALF program.",2017-12-08,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Reporting and recordkeeping requirements']"
2010-25322.xml,Financial Resources Requirements for Derivatives Clearing Organizations,The Commodity Futures Trading Commission (Commission or CFTC) is proposing rules to implement new statutory provisions enacted by Title VII and Title VIII of the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act). The proposed regulations establish financial resources requirements for derivatives clearing organizations (DCOs) for the purpose of ensuring that they maintain sufficient financial resources to enable them to perform their functions in compliance with the Commodity Exchange Act and the Dodd- Frank Act.,2010-10-14,"['Commodity futures', 'Reporting and recordkeeping requirements']"
01-9585.xml,Debt Cancellation Contracts and Debt Suspension Agreements,"The Office of the Comptroller of the Currency (OCC) is proposing to add a new part 37 to its regulations that addresses debt cancellation contracts (DCCs) and debt suspension agreements (DSAs). The purposes of the customer protections set forth in the proposed rule are to facilitate customers' informed choice about whether to purchase DCCs and DSAs, based on an understanding of the costs, benefits, and limitations of the products and to discourage inappropriate or abusive sales practices. In addition, the proposed rule promotes safety and soundness by requiring national banks that provide these products to maintain adequate loss reserves.",2001-04-18,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Consumer protection', 'Credit', 'Insurance', 'Investments', 'National banks', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements', 'Securities', 'Surety bonds']"
E8-10247.xml,Unfair or Deceptive Acts or Practices,"The Board, OTS, and NCUA (collectively, the Agencies) are proposing to exercise their authority under section 5(a) of the Federal Trade Commission Act to prohibit unfair or deceptive acts or practices. The proposed rule would prohibit institutions from engaging in certain acts or practices in connection with consumer credit cards accounts and overdraft services for deposit accounts. This proposal evolved from the Board's June 2007 Notice of Proposed Rule under the Truth in Lending Act and OTS's August 2007 Advance Notice of Proposed Rulemaking under the Federal Trade Commission Act. The proposed rule relates to other Board proposals under the Truth in Lending Act and the Truth in Savings Act, which are published elsewhere in today's Federal Register.",2008-05-19,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Consumer protection', 'Credit', 'Credit unions', 'Intergovernmental relations', 'Savings associations', 'Trade practices']"
03-894.xml,Commodity Pool Operators and Commodity Trading Advisors; Exemption From Requirement To Register for CPOs of Certain Pools and CTAs Advising Such Pools,"The Commodity Futures Trading Commission (Commission) is extending the comment period for the advance notice of proposed rulemaking (ANPR) with respect to providing additional exemptions from registration as a commodity pool operator (CPO) or commodity trading advisor (CTA). The new deadline for submitting public comments is January 23, 2003.",2003-01-16,[]
03-13030.xml,Availability of Funds and Collection of Checks,"The Board of Governors is publishing a final amendment to appendix A of Regulation CC that updates the routing numbers for Federal Reserve Banks and Federal Home Loan Banks. Banks generally must provide next-day or second-day availability for checks drawn on these routing numbers. This amendment also reorganizes and clarifies existing information in the introductory material preceding the routing number list. The Board also is providing information about a series of future amendments that the Board will make to appendix A to reflect the restructuring of check processing functions within the Federal Reserve System. These amendments collectively will reduce the number of check processing regions listed in appendix A from 44 to 32, thereby resulting in more checks in the affected regions being local to one another. These amendments will take effect on a staggered basis beginning in the second half of 2003 and ending in late 2004. The Board will publish each amendment in the Federal Register at least 60 days before the effective date.",2003-05-28,[]
03-19906.xml,Bank Activities and Operations; Real Estate Lending and Appraisals,"The Office of the Comptroller of the Currency (OCC) proposes to amend parts 7 and 34 of our regulations to add provisions clarifying the applicability of state law to national banks. These provisions would identify types of state laws that are preempted, as well as types of state laws that generally are not preempted, in the context of national bank lending, deposit-taking, and other authorized activities.",2003-08-05,"['Credit', 'Insurance', 'Investments', 'Mortgages', 'National banks', 'Reporting and recordkeeping requirements', 'Securities', 'Surety bonds']"
2013-16938.xml,Procedures To Establish Appropriate Minimum Block Sizes for Large Notional Off-Facility Swaps and Block Trades; Correction,"The Commodity Futures Trading Commission is correcting a final rule that appeared in the Federal Register of May 31, 2013 (78 FR 32866). The final rule adopted regulations, under the Dodd-Frank Wall Street Reform and Consumer Protection Act, defining the criteria for grouping swaps into separate swap categories and establishing methodologies for setting appropriate minimum block sizes for each swap category. These corrections fix errors in certain contract descriptions, block sizes, and block units listed in Appendix F to the final rule.",2013-07-16,[]
C1-2012-26164.xml,"Capital, Margin, and Segregation Requirements for Security-Based Swap Dealers and Major Security-Based Swap Participants and Capital Requirements for Broker-Dealers",,2012-11-30,[]
2012-31512.xml,Semiannual Regulatory Agenda,"The Bureau of Consumer Financial Protection (CFPB) is publishing this agenda as part of the Fall 2013 Unified Agenda of Federal Regulatory and Deregulatory Actions. The CFPB reasonably anticipates having the regulatory matters identified below under consideration during the period from October 1, 2012 to October 1, 2013. The next agenda will be published in spring 2013 and will update this agenda through October 1, 2013. Publication of this agenda is in accordance with the Regulatory Flexibility Act (5 U.S.C. 601 et seq.).",2013-01-08,[]
E9-27717.xml,Electronic Fund Transfers,"The Board is proposing to amend Regulation E, which implements the Electronic Fund Transfer Act, and the official staff commentary to the regulation, which interprets the requirements of Regulation E. The proposal restricts a person's ability to impose dormancy, inactivity, or service fees for certain prepaid products, primarily gift cards. In addition, the proposal generally prohibits the sale or issuance of such products if they have an expiration date of less than five years. The proposed amendments implement statutory requirements set forth in the Credit Card Accountability Responsibility and Disclosure Act of 2009 that are effective on August 22, 2010.",2009-11-20,"['Consumer protection', 'Electronic funds transfers', 'Federal Reserve System', 'Reporting and recordkeeping requirements']"
E7-14103.xml,Confidential Information and Commission Records and Information,"The Commodity Futures Trading Commission is proposing to amend the procedures for confidential treatment requests by derivatives transaction execution facilities (DTEF), derivatives clearing organizations (DCO), or designated contract markets (DCM) for products and rules submitted via certification procedures or for Commission review and approval. The proposed rules will provide the exclusive means of requesting confidential treatment for product and rule submissions filed under Parts 40 and 41 of the Commission's regulations. Specifically, DCMs, DTEFs, and DCOs will be required to follow the customary procedures of requesting confidential treatment of information submitted to the Commission except: The submitter also will be required to file a detailed written justification simultaneously with the request for confidential treatment; and the submitter will be required to segregate the material deemed confidential in an appendix to the submission. Additionally, Commission staff may make an initial determination to grant or deny confidential treatment to such material before receiving a request under the Freedom of Information Act (FOIA). The Commission is proposing these amendments to expedite the confidential treatment review process and consequently allow the Commission to provide the public with more immediate access to non- confidential information.",2007-07-20,"['Commodity futures', 'Reporting and recordkeeping requirements']"
2016-12166.xml,Business Conduct Standards for Security-Based Swap Dealers and Major Security-Based Swap Participants; Correction,The Securities and Exchange Commission (``SEC'' or ``Commission'') is making a technical correction to a burden estimate for Paperwork Reduction Act purposes and a corresponding estimate in the Economic Analysis of the business conduct standards for security- based swap dealers and major security-based swap participants.,2016-05-24,[]
C1-2018-27784.xml,Notice of Inflation Adjustments for Civil Money Penalties,,2019-02-27,[]
C1-2019-12164.xml,Regulation Best Interest: The Broker-Dealer Standard of Conduct,,2019-08-09,[]
2014-27767.xml,Regulation Systems Compliance and Integrity,"The Securities and Exchange Commission (``Commission'') is adopting new Regulation Systems Compliance and Integrity (``Regulation SCI'') under the Securities Exchange Act of 1934 (``Exchange Act'') and conforming amendments to Regulation ATS under the Exchange Act. Regulation SCI will apply to certain self-regulatory organizations (including registered clearing agencies), alternative trading systems (``ATSs''), plan processors, and exempt clearing agencies (collectively, ``SCI entities''), and will require these SCI entities to comply with requirements with respect to the automated systems central to the performance of their regulated activities.",2014-12-05,"['Brokers', 'Confidential business information', 'Reporting and recordkeeping requirements']"
2013-23229.xml,Rules of Practice for Issuance of Temporary Cease-and-Desist Orders,"The Dodd-Frank Wall Street Reform and Consumer Protection Act requires the Bureau of Consumer Financial Protection (Bureau) to prescribe rules establishing procedures for the conduct of adjudication proceedings. On June 29, 2012, the Bureau published the final Rules of Practice for Adjudication Proceedings. That final rule, however, does not apply to the issuance of a temporary cease-and-desist order (TCDO) pursuant to section 1053(c) of the Dodd-Frank Act. The Bureau now issues this interim final rule governing such issuance and seeks public comments.",2013-09-26,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Consumer protection', 'Credit', 'Credit unions', 'Law enforcement', 'National banks', 'Savings associations', 'Trade practices']"
02-32470.xml,Shareholder Reports and Quarterly Portfolio Disclosure of Registered Management Investment Companies,"The Securities and Exchange Commission is proposing rule and form amendments under the Securities Act of 1933, the Securities Exchange Act of 1934, and the Investment Company Act of 1940 to improve the periodic disclosure provided by registered management investment companies about their portfolio investments, costs, and past performance. The proposed amendments would permit a registered management investment company to include a summary portfolio schedule of investments in its reports to shareholders, provided that the complete schedule is filed with the Commission and is provided to shareholders upon request, free of charge. The proposals also would require a registered management investment company to include a tabular or graphic presentation of its portfolio holdings in its reports to shareholders. In addition, the proposed amendments would require a registered management investment company to disclose its complete portfolio schedule on a quarterly basis in filings with the Commission that would be available on the Commission's Electronic Data Gathering, Analysis, and Retrieval System. The proposed amendments also would require a registered open-end management investment company to include in its shareholder reports disclosure of fund expenses borne by shareholders during the reporting period. Finally, the proposals would require a registered open-end management investment company to include Management's Discussion of Fund Performance in its annual report to shareholders.",2003-01-02,"['Investment companies', 'Reporting and recordkeeping requirements', 'Securities']"
2019-09472.xml,Amendments to Financial Disclosures About Acquired and Disposed Businesses,"We are proposing amendments to our rules and forms to improve the disclosure requirements for financial statements relating to acquisitions and dispositions of businesses, including real estate operations and investment companies. The proposed changes are intended to improve for investors the financial information about acquired or disposed businesses, facilitate more timely access to capital, and reduce the complexity and costs to prepare the disclosure.",2019-05-28,"['Accountants', 'Accounting', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Brokers', 'Employee benefit plans', 'Fraud', 'Holding companies', 'Insurance companies', 'Investment companies', 'Oil and gas exploration', 'Reporting and recordkeeping requirements', 'Securities', 'Utilities']"
2010-30077.xml,"Assessments, Large Bank Pricing","This document corrects the preamble to a proposed rule published in the Federal Register of November 24, 2010, regarding Assessments, Large Bank Pricing. This correction clarifies that the comment period for the Assessments, Large Bank Pricing ends January 3, 2011.",2010-11-30,[]
2014-25170.xml,Capital Plan and Stress Test Rules,"The Board is amending the capital plan and stress test rules applicable to bank holding companies with $50 billion or more in total consolidated assets and the company-run stress test rules applicable to bank holding companies with more than $10 billion but less than $50 billion in total consolidated assets and savings and loan holding companies and state member banks with more than $10 billion in total consolidated assets to modify, following a transition period, the start date of the capital plan and stress test cycles from October 1 of a calendar year to January 1 of the following calendar year. The final rule makes other changes to the rules, including limiting the ability of a bank holding company with $50 billion or more in total consolidated assets to make capital distributions under the capital plan rule if the bank holding company's net capital issuances are less than the amount indicated in its capital plan. The final rule clarifies the application of the capital plan rule to a bank holding company that is a subsidiary of a U.S. intermediate holding company of a foreign banking organization and the characteristics of a stressed scenario to be included in company run stress tests.",2014-10-27,"['Administrative practice and procedure', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Holding companies', 'Reporting and recordkeeping requirements', 'Securities']"
03-2118.xml,Retention of Records Relevant to Audits and Reviews,"We are adopting rules requiring accounting firms to retain for seven years certain records relevant to their audits and reviews of issuers' financial statements. Records to be retained include an accounting firm's workpapers and certain other documents that contain conclusions, opinions, analyses, or financial data related to the audit or review.",2003-01-30,"['Accountants', 'Accounting']"
2015-30668.xml,Semiannual Regulatory Agenda,"The Bureau of Consumer Financial Protection (CFPB or Bureau) is publishing this agenda as part of the Fall 2015 Unified Agenda of Federal Regulatory and Deregulatory Actions. The CFPB reasonably anticipates having the regulatory matters identified below under consideration during the period from November 1, 2015, to October 31, 2016. The next agenda will be published in spring 2016 and will update this agenda through spring 2017. Publication of this agenda is in accordance with the Regulatory Flexibility Act (5 U.S.C. 601 et seq.).",2015-12-15,[]
04-28215.xml,Home Mortgage Disclosure,"The Board is publishing a final rule amending the staff commentary that interprets the requirements of Regulation C (Home Mortgage Disclosure). The staff commentary is amended to increase the asset-size exemption threshold for depository institutions based on the annual percentage change in the Consumer Price Index for Urban Wage Earners and Clerical Workers. The adjustment from $33 million to $34 million reflects the increase of that index by 2.45 percent during the twelve-month period ending in November 2004. Thus, depository institutions with assets of $34 million or less as of December 31, 2004, are exempt from data collection in 2005.",2004-12-27,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Mortgages', 'Reporting and recordkeeping requirements']"
2018-25266.xml,Federal Reserve Bank Capital Stock,"The Board of Governors (Board) is publishing a final rule that applies an inflation adjustment to the threshold for total consolidated assets in Regulation I. Federal Reserve Bank (Reserve Bank) stockholders that have total consolidated assets above the threshold receive a different dividend rate on their Reserve Bank stock than stockholders with total consolidated assets at or below the threshold. The Federal Reserve Act requires that the Board annually adjust the total consolidated asset threshold to reflect the change in the Gross Domestic Product Price Index, published by the Bureau of Economic Analysis (BEA). Based on the change in the Gross Domestic Product Price Index as of September 27, 2018, the total consolidated asset threshold will be $10,518,000,000 through December 31, 2019.",2018-11-20,"['Banks, banking', 'Federal Reserve System', 'Reporting and recordkeeping requirements', 'Securities']"
E6-20400.xml,Supplemental Standards of Ethical Conduct for FDIC Employees,"This proposal would amend existing FDIC ethics regulations involving extensions of credit, ownership of stock, and definitions. This proposal would implement the Preserving Independence of Financial Institution Examinations Act of 2003, which amended sections 212 and 213 of title 18 of the United States Code. These sections continue generally to impose criminal penalties on examiners borrowing from banks they have examined, and financial institutions extending a loan to anyone who examines or has authority to examine that institution. The statutory amendment, however, decriminalizes extensions of credit to examiners for credit cards and for primary residential home loans from institutions that they examine or have authority to examine if these loans are made on the same terms and conditions as are available to other cardholders and borrowers and satisfy other criteria contained in the statute as amended. Additionally, the proposed regulation would clarify and make minor revisions to definitions and restrictions for FDIC employees' acquisition, ownership, or control of securities of FDIC-insured depository institutions and certain holding companies.",2006-12-04,"['Conflict of interests', 'Conflict of interests', 'Government employees']"
2020-28422.xml,Debt Collection Practices (Regulation F),"The Bureau of Consumer Financial Protection (Bureau) is issuing this final rule to revise Regulation F, which implements the Fair Debt Collection Practices Act (FDCPA). The final rule governs certain activities by debt collectors, as that term is defined in the FDCPA. Among other things, the final rule clarifies the information that a debt collector must provide to a consumer at the outset of debt collection communications, prohibits debt collectors from bringing or threatening to bring a legal action against a consumer to collect a time-barred debt, and requires debt collectors to take certain actions before furnishing information about a consumer's debt to a consumer reporting agency.",2021-01-19,"['Administrative practice and procedure', 'Consumer protection', 'Credit', 'Intergovernmental relations']"
2016-19231.xml,"Chief Compliance Officer Annual Report Requirements for Futures Commission Merchants, Swap Dealers, and Major Swap Participants; Amendments to Filing Dates","The Commodity Futures Trading Commission (``Commission'' or ``CFTC'') is proposing to amend certain provisions of its regulations concerning Chief Compliance Officers (``Proposal''). The regulation that is the subject of the Proposal addresses chief compliance officers (``CCOs'') of futures commission merchants (``FCMs''), swap dealers (``SDs''), and major swap participants (``MSPs'') (collectively, ``Registrants''). The proposed amendments would: Codify existing no- action relief regarding the timing of when a Registrant must furnish its CCO annual report to the Commission; clarify filing requirements for Registrants located in a jurisdiction for which the Commission has issued a comparability determination; and delegate to the Director of the Division of Swap Dealer and Intermediary Oversight (``DSIO'') authority to grant extensions to the CCO annual report filing deadline.",2016-08-12,"['Administrative practice and procedure', 'Brokers', 'Commodity futures', 'Reporting and recordkeeping requirements']"
2012-18382.xml,Clearing Requirement Determination Under Section 2(h) of the CEA,"The Commodity Futures Trading Commission (Commission or CFTC) is proposing regulations to establish a clearing requirement under new section 2(h)(1)(A) of the Commodity Exchange Act (CEA or Act), enacted under Title VII of the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act). The regulations would require that certain classes of credit default swaps (CDS) and interest rate swaps (IRS), described herein, be cleared by a derivatives clearing organization (DCO) registered with the Commission. The Commission also is proposing regulations to prevent evasion of the clearing requirement and related provisions.",2012-08-07,"['Business and industry', 'Swaps']"
2018-00227.xml,Rules of Practice for Hearings,The Board of Governors of the Federal Reserve System (the ``Board'') is issuing a final rule amending its rules of practice and procedure to adjust the amount of each civil money penalty (``CMP'') provided by law within its jurisdiction to account for inflation as required by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015.,2018-01-10,"['Administrative practice and procedure', 'Claims', 'Crime', 'Equal access to justice', 'Lawyers', 'Penalties']"
01-5618.xml,"A New Regulatory Framework for Trading Facilities, Intermediaries and Clearing Organizations","The Commodity Futures Trading Commission (Commission or CFTC) is proposing rules to implement the Commodity Futures Modernization Act of 2000 and the Commission's new regulatory framework. These proposed rules apply to trading facilities. The proposed rules implement the new statutory framework establishing three new market categories, including exempt markets and two categories of markets subject to Commission regulatory oversight--designated contract markets and registered derivatives transaction execution facilities. These proposed rules implement statutory changes that profoundly alter federal regulation of commodity futures and option markets. Nothing in these rules, however, diminishes the Commission's responsibility for overseeing and enforcing compliance by self-regulatory organizations, Commission registrants and market participants with the provisions of the Commodity Exchange Act. The remaining parts of the framework relating to clearing organizations and to intermediaries will be reproposed shortly.",2001-03-09,"['Brokers', 'Claims', 'Commodity futures', 'Commodity Futures Trading Commission', 'Consumer protection', 'Reporting and recordkeeping requirements']"
2014-00496.xml,Aggregation of Provisions,"On November 15, 2013, the Commodity Futures Trading Commission (``Commission'') published in the Federal Register a notice of proposed rulemaking (the ``Aggregation Proposal'') to amend existing regulations setting out the Commission's policy for aggregation under its position limits regime. On the same day that the Commission adopted the Aggregation Proposal, it also adopted a proposal to establish speculative position limits for the 28 exempt and agricultural commodity futures and options contracts and the physical commodity swaps that are economically equivalent to such contracts that previously had been covered by part 151 of its regulations (the ``Position Limits Proposal''). However, the Position Limits Proposal was not published in the Federal Register until December 12, 2013. Because the comment period for both proposals was 60 days after publication in the Federal Register, the comment period for the Position Limits Proposal runs to a later date than the comment period for the Aggregation Proposal. In order to provide interested parties with an opportunity to comment on the Aggregation Proposal for so long as the comment period on the Position Limits Proposal is open, the Commission is extending the comment period for the Aggregation Proposal so that it ends at the same time as the comment period for the Position Limits Proposal.",2014-01-14,[]
2015-09572.xml,Restrictions on Sale of Assets of a Failed Institution by the Federal Deposit Insurance Corporation,"With this final rule, the Federal Deposit Insurance Corporation (FDIC) is revising its rule concerning restrictions on the sale of assets of a failed institution under the Federal Deposit Insurance Act in order to clarify the purpose, scope and applicability of that rule and to make that rule more consistent with the FDIC's rule concerning restrictions on the sale of assets of a covered financial company under the Dodd-Frank Wall Street Reform and Consumer Protection Act.",2015-04-24,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking']"
E9-15014.xml,Technical Amendment; Internal Control Over Financial Reporting in Exchange Act Periodic Reports of Non-Accelerated Filers,"We are extending the effectiveness of Sec. 210.2-02T published in 71 FR 47059 (August 15, 2006) and Sec. 229.308T published in 71 FR 76595 (December 21, 2006) and amended in 73 FR 38099 (July 2, 2008) through June 30, 2010. The effective dates for the other sections of the July 2, 2008 document remain as published.",2009-06-25,[]
2011-29802.xml,Reporting Line for the Commission's Ethics Counsel,"The Securities and Exchange Commission (``Commission'') is amending its rules to reflect that the Commission's Office of the Ethics Counsel is now a stand-alone Office of the Commission and that the head of the Office, the Ethics Counsel, reports directly to the Chairman of the Commission.",2011-11-18,"['Administrative practice and procedure', 'Authority delegations (Government agencies)', 'Organization and functions (Government agencies)']"
E6-17737.xml,Reserve Requirements of Depository Institutions,"The Board is amending Regulation D, Reserve Requirements of Depository Institutions, to reflect the annual indexing of the reserve requirement exemption amount and the low reserve tranche for 2007. The Regulation D amendments set the amount of total reservable liabilities of each depository institution that is subject to a zero percent reserve requirement in 2007 at $8.5 million, up from $7.8 million in 2006. This amount is known as the reserve requirement exemption amount. The Regulation D amendment also sets the amount of net transaction accounts at each depository institution that is subject to a three percent reserve requirement in 2007 at $45.8 million, down from $48.3 million in 2006. This amount is known as the low reserve tranche. The adjustments to both of these amounts are derived using statutory formulas specified in the Federal Reserve Act. The Board is also announcing changes in two other amounts, the nonexempt deposit cutoff level and the reduced reporting limit, that are used to determine the frequency at which depository institutions must submit deposit reports.",2006-10-24,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements']"
2014-10650.xml,Enhancing Protections Afforded Customers and Customer Funds Held by Futures Commission Merchants and Derivatives Clearing Organizations; Correction,"The Commodity Futures Trading Commission (``Commission'' or ``CFTC'') is correcting final rules published in the Federal Register of November 14, 2013 (78 FR 68506). Those rules, 17 CFR Parts 1, 3, 22, 30, and 140, took effect on January 13, 2014. This correction amends Appendix B to 17 CFR 1.20 and Appendix B to 17 CFR 1.26 by removing a phrase from both appendices.",2014-05-12,"['Brokers', 'Commodity futures', 'Consumer protection', 'Reporting and recordkeeping requirements']"
02-16539.xml,Framework for Enhancing the Quality of Financial Information Through Improvement of Oversight of the Auditing Process,"The Securities and Exchange Commission (``SEC'' or ``Commission'') is proposing rules designed to restore investors'' faith in the financial information that they rely on for their investment decisions. The proposed rules reform oversight and improve accountability of auditors of public companies, thereby enhancing the reliability and integrity of the auditing and financial reporting processes. Under the proposed rules, a registrant's financial statements will not comply with the requirements of the securities laws and Commission rules and regulations thereunder unless the registrant's independent accountant is a member of a Public Accountability Board (``PAB''), and the registrant engaging the accountant to audit or review financial statements or prepare attestation reports that are filed with the Commission is an adjunct member of the same PAB to which the accountant belongs. To improve oversight of and investor confidence in the quality of financial reports filed with the Commission, the Commission will not recognize a PAB unless the PAB meets certain conditions and performs certain functions. A PAB must have a Board that is dominated by persons who are not members of the accounting profession and must be subject to the Commission's oversight. A PAB must be committed to improving the quality of financial statements relied on by investors and the professional conduct of accountants by, among other things, directing periodic reviews of accounting firms' quality controls over their accounting and auditing practices and, when appropriate, disciplining accountants. A PAB also would set, or rely on and oversee designated private sector bodies to set, audit, quality control, and ethics standards. Disclosure would be required in Commission filings if an executive officer, director, or director nominee of a registrant has been sanctioned as a member accountant by a PAB within the last five years and the sanction has not been reversed, suspended, or vacated.",2002-07-05,"['Accountants', 'Accounting', 'Reporting and recordkeeping requirements', 'Securities']"
2020-01065.xml,Derivatives Clearing Organization General Provisions and Core Principles,"The Commodity Futures Trading Commission (Commission) is amending certain regulations applicable to registered derivatives clearing organizations (DCOs). The amendments address certain risk management and reporting obligations, clarify the meaning of certain provisions, simplify processes for registration and reporting, and codify existing staff relief and guidance, among other things. In addition, the Commission is adopting technical amendments to certain provisions, including certain delegation provisions, in other parts of its regulations.",2020-01-27,"['Authority delegations (Government agencies)', 'Brokers', 'Business and industry', 'Commodity futures', 'Conflict of interests', 'Consumer protection', 'Organization and functions (Government agencies)', 'Reporting and recordkeeping requirements', 'Swaps']"
E7-24567.xml,Extensions of Credit by Federal Reserve Banks,The Board of Governors of the Federal Reserve System (Board) has adopted final amendments to its Regulation A to reflect the Board's approval of a decrease in the primary credit rate at each Federal Reserve Bank. The secondary credit rate at each Reserve Bank automatically decreased by formula as a result of the Board's primary credit rate action.,2007-12-19,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Federal Reserve System', 'Reporting and recordkeeping requirements']"
2018-06124.xml,Regulation D: Reserve Requirements of Depository Institutions,"The Board of Governors of the Federal Reserve System (``Board'') is amending Regulation D (Reserve Requirements of Depository Institutions) to revise the rate of interest paid on balances maintained to satisfy reserve balance requirements (``IORR'') and the rate of interest paid on excess balances (``IOER'') maintained at Federal Reserve Banks by or on behalf of eligible institutions. The final amendments specify that IORR is 1.75 percent and IOER is 1.75 percent, a 0.25 percentage point increase from their prior levels. The amendments are intended to enhance the role of such rates of interest in moving the Federal funds rate into the target range established by the Federal Open Market Committee (``FOMC'' or ``Committee'').",2018-03-27,"['Banks, banking', 'Banks, banking', 'Banks, banking', 'Banks, banking', 'Reporting and recordkeeping requirements']"
2020-12033.xml,Margin Requirements for Uncleared Swaps for Swap Dealers and Major Swap Participants,"The Commodity Futures Trading Commission (``Commission'' or ``CFTC'') is adopting and invites comment on an interim final rule amending its margin requirements for uncleared swaps for swap dealers (``SDs'') and major swap participants (``MSPs'') for which there is no prudential regulator (``CFTC Margin Rule''). The Commission is revising the compliance schedule for the posting and collection of initial margin under the CFTC Margin Rule to defer the compliance date of September 1, 2020, to September 1, 2021 (``Interim Final Rule''). The Commission is issuing the Interim Final Rule to address the operational challenges faced by certain entities subject to the CFTC Margin Rule as a result of the coronavirus disease 2019 (``COVID-19'') pandemic, consistent with the recent revision of the Basel Committee on Banking Supervision and Board of the International Organization of Securities Commissions (together, ``BCBS/IOSCO'') implementation schedule for margin requirements for non-centrally-cleared derivatives.",2020-07-10,['Swaps']
2011-31732.xml,Disclosure Requirements for Depository Institutions Lacking Federal Deposit Insurance (Regulation I),"Title X of the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act) transferred rulemaking authority for a number of consumer financial protection laws from seven Federal agencies to the Bureau of Consumer Financial Protection (Bureau) as of July 21, 2011. The Bureau is in the process of republishing the regulations implementing those laws with technical and conforming changes to reflect the transfer of authority and certain other changes made by the Dodd-Frank Act. In light of the transfer of the Federal Trade Commission's (Commission's) rulemaking authority for section 43(b)-(f) of the Federal Deposit Insurance Act (FDIA) to the Bureau, the Bureau is publishing for public comment an interim final rule establishing a new Regulation I (Disclosure Requirements for Depository Institutions Lacking Federal Deposit Insurance). This interim final rule does not impose any new substantive obligations on persons subject to the existing regulations, previously published by the Commission.",2011-12-16,['Credit unions']
2010-7940.xml,Freedom of Information Act,The Office of the Comptroller of the Currency (OCC) is amending its regulations governing the disclosure of information pursuant to requests made under the Freedom of Information Act (FOIA) to reflect changes to the FOIA made by the Openness Promotes Effectiveness in Our National Government Act of 2007 (OPEN Government Act) \1\ and to make other changes that update the OCC's FOIA regulations. ---------------------------------------------------------------------------,2010-04-08,"['Administrative practice and procedure', 'National banks', 'Reporting and recordkeeping requirements']"
